Random [42213, 5978, 11898, 72230, 113897, 18578, 13834, 43986, 87518, 64991] AVG 47512.3
Random [42213, 17876, 7487, 64743, 113897, 48870, 27528, 152509, 13168, 127285] AVG 61557.6
Random [42213, 29296, 33433, 141274, 9110, 9468, 30293, 27527, 152509, 13167] AVG 48829.0
Random [681, 41532, 29296, 33433, 27377, 113897, 48870, 180037, 13181, 127272] AVG 61557.6
Random [12186, 18517, 18310, 45035, 38271, 113897, 48870, 27309, 152728, 13168] AVG 48829.1
Random [11896, 7015, 30112, 7533, 3533, 72230, 113897, 48871, 27308, 152728] AVG 47512.3
Random [42213, 17876, 11420, 33433, 141274, 48871, 27527, 4821, 147688, 42936] AVG 51805.9
V1 [42213, 17876, 11424, 33429, 7323, 133951, 48870, 180037, 13168, 127285] AVG 61557.6
